entry_id,field1,field2,field3,field4,field5,field6
1,2022-11-24 19:12:08.538916,5.847965370936182,999.9361500611504,46.25046000137547,0,0
2,2022-11-24 19:12:41.377778,5.239020400682801,999.9231437535047,46.32897026522609,0,0
3,2022-11-24 19:13:14.290357,5.916566316577741,999.9444839713408,45.469138001981676,0,0
4,2022-11-24 19:13:47.194116,5.693205337930207,999.9047896224452,45.52224554275888,0,0
5,2022-11-24 19:14:20.040042,5.292696417856408,999.9356958223195,46.35293152367569,0,0
6,2022-11-24 19:14:52.950379,5.513649080171817,999.9481994051274,45.5387487400555,0,0
7,2022-11-24 19:15:25.862236,6.333403460010576,999.9848012323123,44.639147327339614,0,0
8,2022-11-24 19:15:58.702463,4.8446759781000805,999.9908528290704,45.423580443333286,0,0
9,2022-11-24 19:16:31.614132,5.568981379906617,1000.0050110692707,45.11381008731161,0,0
10,2022-11-24 19:17:04.522669,5.259308830889067,999.9536652850246,45.622215952253576,1,1
11,2022-11-24 19:17:37.373786,4.8934678385042805,999.9188912556205,45.89107784672832,0,0
12,2022-11-24 19:18:10.289715,5.4328709152300725,999.9496658474025,46.10003535158605,0,0
13,2022-11-24 19:18:43.205483,4.824763928336651,999.964145204305,46.22483039078747,0,0
14,2022-11-24 19:19:16.050973,4.443624221980411,999.9772160420788,46.99564427876769,0,0
15,2022-11-24 19:19:48.969547,5.034859243321163,999.9684987529654,47.32898992095513,0,0
16,2022-11-24 19:20:21.887371,5.374772256456257,999.9758855919674,45.9237146018653,0,0
17,2022-11-24 19:20:54.731410,5.244092507936319,999.9191543516203,45.818705608999544,0,1
18,2022-11-24 19:21:27.651110,4.908684145687527,999.9932349455022,45.885996009408416,0,0
19,2022-11-24 19:22:00.567535,6.166484000326,999.9279586556781,44.58370623808898,0,0
20,2022-11-24 19:22:33.412109,5.3895274689131565,999.9451204436868,45.75914993493034,0,0
21,2022-11-24 19:23:06.328254,5.687023698373927,999.9911043223184,44.6682797207464,0,1
22,2022-11-24 19:23:39.244742,6.034234735509482,999.9277692477674,43.9589931296375,0,0
23,2022-11-24 19:24:12.089714,5.656965986142044,999.8930315982798,44.88024356730174,0,0
24,2022-11-24 19:24:45.008114,5.096352081318411,999.9651647798161,45.521980204352296,0,0
25,2022-11-24 19:25:17.924730,5.763941547710352,999.9591597685835,45.14240157941855,0,0
26,2022-11-24 19:25:50.771490,5.204543275277989,1000.0323308572696,46.21177326771551,0,0
27,2022-11-24 19:26:23.690583,5.358172644452228,999.9961791326585,45.53540774088144,0,0
28,2022-11-24 19:26:56.608180,4.954249408318146,999.9852481552474,46.22531063141196,1,1
29,2022-11-24 19:27:29.455908,5.6264488294983295,1000.0098336507697,45.84652457167347,0,0
30,2022-11-24 19:28:02.373162,5.145144479309392,999.9992947269557,46.06364132444008,0,0
31,2022-11-24 19:28:35.290745,5.3976391215754695,999.9704010967423,45.204117362708764,0,0
32,2022-11-24 19:29:08.138791,5.172266404245605,999.9810508270067,46.296212652839316,0,0
33,2022-11-24 19:29:41.058466,4.942450115587898,999.9901832309595,46.54022617106055,0,0
34,2022-11-24 19:30:13.976428,4.894685645526688,999.9907928638141,47.018751261845225,0,1
35,2022-11-24 19:30:46.825628,4.897913325347842,999.9183197673555,47.17268276025123,0,0
36,2022-11-24 19:31:19.745860,5.133262753217775,1000.038417559853,47.09872883389339,0,0
37,2022-11-24 19:31:52.668144,5.073781229321802,999.9617260003835,47.002186385460476,1,1
38,2022-11-24 19:32:25.515521,4.593399360353355,999.9870305745807,47.24010107848771,0,0
39,2022-11-24 19:32:58.443605,4.571456973798346,1000.0493751372986,47.69190928528818,0,0
40,2022-11-24 19:33:31.363183,5.245309418964336,1000.0808432169182,47.21743858466633,0,0
41,2022-11-24 19:34:04.213144,5.191443303366877,1000.0412030771259,46.28407042196686,0,0
42,2022-11-24 19:34:37.128542,5.251386179347524,1000.0321482766362,46.3487774527382,0,0
43,2022-11-24 19:35:10.053525,5.225292696619282,1000.0202743611958,46.557251067429235,0,0
44,2022-11-24 19:35:42.898896,4.779303868407613,1000.0507044642817,46.273779729536066,0,0
45,2022-11-24 19:36:15.821323,5.279702306151163,999.9815015440902,46.38291085878756,0,0
46,2022-11-24 19:36:48.739366,4.872363230576671,1000.0071572614065,46.53376002866574,0,0
47,2022-11-24 19:37:21.588713,4.763165403952751,999.9985191687717,45.87511968592809,0,1
48,2022-11-24 19:37:54.506920,4.507527554207146,1000.0187304888561,46.58624924740103,0,0
49,2022-11-24 19:38:27.422778,4.823025775066545,1000.0070972069,46.32061302920587,0,0
50,2022-11-24 19:39:00.272571,4.902334591234364,1000.0192353228126,46.2741134909359,0,0
51,2022-11-24 19:39:33.192939,4.814915869800613,1000.0062687530518,46.614128604828394,0,0
52,2022-11-24 19:40:06.118600,5.313362499767393,999.9547824522892,46.02762212876904,0,0
53,2022-11-24 19:40:38.962363,5.569000331367317,999.9893204736736,46.18226812448527,0,0
54,2022-11-24 19:41:11.887193,5.394788095265862,999.9670269028052,45.60715046068656,0,0
55,2022-11-24 19:41:44.800131,4.607042428250114,999.9346704170073,46.225066702996166,0,0
56,2022-11-24 19:42:17.652600,4.9650439221322,999.955420250715,46.12644634457428,0,0
57,2022-11-24 19:42:50.568677,4.587405101969839,1000.0214195656247,46.72006226413713,0,0
58,2022-11-24 19:43:23.487085,5.480552661073507,999.9451913009775,45.406447939675765,0,1
59,2022-11-24 19:43:56.334469,5.583377994966927,999.9417609521348,45.423896227932985,0,0
60,2022-11-24 19:44:29.249303,4.9800709473537035,999.9824712367257,45.98668394404228,0,0
61,2022-11-24 19:45:02.169033,5.551562075755019,999.9341835944854,45.242681096191994,0,0
62,2022-11-24 19:45:35.012492,4.946871826682433,999.8720426481641,45.736499393524866,0,0
63,2022-11-24 19:46:07.934344,5.055419187737262,999.9623181240015,46.15443123173262,0,0
64,2022-11-24 19:46:40.852228,4.563048611838315,999.9636022618183,46.19596815075438,0,0
65,2022-11-24 19:47:13.697292,4.927423544586489,999.9696571182399,46.79113460033715,0,0
66,2022-11-24 19:47:46.617067,4.825060000402341,1000.0729319217257,46.6249103621197,0,0
67,2022-11-24 19:48:19.530612,5.162855172288605,1000.1054223694658,45.816175408034596,0,0
68,2022-11-24 19:48:52.381971,5.1483721761661405,1000.0196889155715,45.372870955795875,0,0
69,2022-11-24 19:49:25.292596,5.552108120837742,999.9728892797553,44.17405694136458,0,0
70,2022-11-24 19:49:58.218078,4.790831344249835,999.953116329059,45.48239319783437,0,0
71,2022-11-24 19:50:31.067136,4.769538461360469,1000.0203862594918,46.08618651270525,0,0
72,2022-11-24 19:51:03.986176,4.9989760059844235,1000.0777329415264,45.30162023574152,0,1
73,2022-11-24 19:51:36.907034,4.762432422415919,1000.0529856849053,45.66996699436264,0,0
74,2022-11-24 19:52:09.752813,5.004237269367176,1000.0364079079507,45.834987856089484,0,0
75,2022-11-24 19:52:42.677323,5.537729069840598,999.9776491264223,44.84374330576058,0,0
76,2022-11-24 19:53:15.597021,4.834174662601098,1000.019083186914,45.1748334714957,0,0
77,2022-11-24 19:53:48.440921,5.680943259497986,999.9810245364455,44.689051687345625,0,0
78,2022-11-24 19:54:21.362256,5.426331706695661,1000.0148073971908,45.035862681872715,0,0
79,2022-11-24 19:54:54.281633,5.246042121285915,1000.0248043218826,45.16081674139883,0,1
80,2022-11-24 19:55:27.130198,4.701296058712937,999.9847836906232,45.957716783782324,0,0
81,2022-11-24 19:56:00.049621,4.425370089948846,1000.040741701346,46.307063241098824,0,0
82,2022-11-24 19:56:32.968578,5.472713961839677,1000.0139640112147,45.09270988963434,0,0
83,2022-11-24 19:57:05.816564,4.957099680440641,1000.0369541757109,44.62134373359875,0,0
84,2022-11-24 19:57:38.730622,4.910906122228429,1000.0918138836897,45.18346430582679,0,0
85,2022-11-24 19:58:11.653685,5.018803265562841,1000.0114863078078,45.238143986283625,0,0
86,2022-11-24 19:58:44.499139,4.910717153850355,1000.0710460950395,45.234385736109786,0,0
87,2022-11-24 19:59:17.419732,4.634979957727436,1000.0516265246617,45.32073045847073,0,0
88,2022-11-24 19:59:50.330483,5.277103765431306,1000.0268393525638,44.29570849321839,0,0
89,2022-11-24 20:00:23.184346,5.388690390272294,1000.0037481341018,43.97779595259637,0,0
90,2022-11-24 20:00:56.097464,5.367292219385146,999.9841731340249,43.522268617955476,0,0
91,2022-11-24 20:01:29.021681,6.18547701890673,999.9494697069842,42.702878225683314,0,0
92,2022-11-24 20:02:01.871053,6.114005795894045,999.9152530712511,42.803442409180946,0,0
93,2022-11-24 20:02:34.789073,4.958021881278315,999.8836751291924,44.25972776192212,0,0
94,2022-11-24 20:03:07.706381,4.853249289729147,999.9285330574451,43.64911671712032,0,0
95,2022-11-24 20:03:40.555258,5.397724997786968,999.9352740333729,43.60249165472243,0,1
96,2022-11-24 20:04:13.473614,4.996481685754312,999.8982144227994,44.66682973145207,0,0
97,2022-11-24 20:04:46.391426,5.088701675919489,999.8922631424113,44.657432735731284,0,0
98,2022-11-24 20:05:19.235404,4.849852036641881,999.9263734903287,44.87745124589879,0,0
99,2022-11-24 20:05:52.160447,4.782910287715424,999.9117606299625,45.51303284666544,0,0
100,2022-11-24 20:06:25.078242,4.826147228181739,999.8761556796096,44.67808157461307,0,0
101,2022-11-24 20:06:57.927172,5.600899808885875,999.910932774083,44.45641658826379,0,0
102,2022-11-24 20:07:30.837934,5.426500756040909,999.8921445413539,43.93567469085742,0,0
103,2022-11-24 20:08:03.760836,5.769935870585758,999.8931515613516,43.73234457461358,0,0
104,2022-11-24 20:08:36.615954,5.427149602716252,999.9171408665732,43.9809426742748,0,0
105,2022-11-24 20:09:09.530109,5.506920155714689,999.9163851427288,43.90741525417293,0,0
106,2022-11-24 20:09:42.452611,5.935745358011131,999.912800816208,43.08705994126574,0,0
